PING 192.168.4.2 (192.168.4.2) 56(84) bytes of data.
[1787200474.170863] From 192.168.4.50 icmp_seq=1920 Destination Host Unreachable
[1787200477.306086] From 192.168.4.50 icmp_seq=1921 Destination Host Unreachable
[1787200477.306536] From 192.168.4.50 icmp_seq=1922 Destination Host Unreachable
[1787200477.306732] From 192.168.4.50 icmp_seq=1923 Destination Host Unreachable
[1787200477.306862] From 192.168.4.50 icmp_seq=1924 Destination Host Unreachable
[1787200477.307094] From 192.168.4.50 icmp_seq=1925 Destination Host Unreachable
[1787200477.307160] From 192.168.4.50 icmp_seq=1926 Destination Host Unreachable
[1787200477.307212] From 192.168.4.50 icmp_seq=1927 Destination Host Unreachable
[1787200477.307263] From 192.168.4.50 icmp_seq=1928 Destination Host Unreachable
[1787200480.473990] From 192.168.4.50 icmp_seq=1929 Destination Host Unreachable
[1787200480.474346] From 192.168.4.50 icmp_seq=1930 Destination Host Unreachable
[1787200480.474616] From 192.168.4.50 icmp_seq=1931 Destination Host Unreachable
[1787200480.474782] From 192.168.4.50 icmp_seq=1932 Destination Host Unreachable
[1787200480.474874] From 192.168.4.50 icmp_seq=1933 Destination Host Unreachable
[1787200480.474951] From 192.168.4.50 icmp_seq=1934 Destination Host Unreachable
[1787200480.475020] From 192.168.4.50 icmp_seq=1935 Destination Host Unreachable
[1787200480.475088] From 192.168.4.50 icmp_seq=1936 Destination Host Unreachable
[1787200483.609942] From 192.168.4.50 icmp_seq=1937 Destination Host Unreachable
[1787200483.610397] From 192.168.4.50 icmp_seq=1938 Destination Host Unreachable
[1787200483.610737] From 192.168.4.50 icmp_seq=1939 Destination Host Unreachable
[1787200483.611031] From 192.168.4.50 icmp_seq=1940 Destination Host Unreachable
[1787200483.611111] From 192.168.4.50 icmp_seq=1941 Destination Host Unreachable
[1787200483.611171] From 192.168.4.50 icmp_seq=1942 Destination Host Unreachable
[1787200483.611226] From 192.168.4.50 icmp_seq=1943 Destination Host Unreachable
[1787200483.611283] From 192.168.4.50 icmp_seq=1944 Destination Host Unreachable
[1787200486.746165] From 192.168.4.50 icmp_seq=1945 Destination Host Unreachable
[1787200486.746569] From 192.168.4.50 icmp_seq=1946 Destination Host Unreachable
[1787200486.746942] From 192.168.4.50 icmp_seq=1947 Destination Host Unreachable
[1787200486.747338] From 192.168.4.50 icmp_seq=1948 Destination Host Unreachable
[1787200486.747419] From 192.168.4.50 icmp_seq=1949 Destination Host Unreachable
[1787200486.747504] From 192.168.4.50 icmp_seq=1950 Destination Host Unreachable
[1787200486.747561] From 192.168.4.50 icmp_seq=1951 Destination Host Unreachable
[1787200486.747617] From 192.168.4.50 icmp_seq=1952 Destination Host Unreachable
[1787200489.882074] From 192.168.4.50 icmp_seq=1953 Destination Host Unreachable
[1787200489.882514] From 192.168.4.50 icmp_seq=1954 Destination Host Unreachable
[1787200489.882686] From 192.168.4.50 icmp_seq=1955 Destination Host Unreachable
[1787200489.882855] From 192.168.4.50 icmp_seq=1956 Destination Host Unreachable
[1787200489.883024] From 192.168.4.50 icmp_seq=1957 Destination Host Unreachable
[1787200489.883095] From 192.168.4.50 icmp_seq=1958 Destination Host Unreachable
[1787200489.883158] From 192.168.4.50 icmp_seq=1959 Destination Host Unreachable
[1787200489.883217] From 192.168.4.50 icmp_seq=1960 Destination Host Unreachable
[1787200493.022083] From 192.168.4.50 icmp_seq=1961 Destination Host Unreachable
[1787200493.022515] From 192.168.4.50 icmp_seq=1962 Destination Host Unreachable
[1787200493.023065] From 192.168.4.50 icmp_seq=1963 Destination Host Unreachable
[1787200493.023179] From 192.168.4.50 icmp_seq=1964 Destination Host Unreachable
[1787200493.023253] From 192.168.4.50 icmp_seq=1965 Destination Host Unreachable
[1787200493.023318] From 192.168.4.50 icmp_seq=1966 Destination Host Unreachable
[1787200493.023375] From 192.168.4.50 icmp_seq=1967 Destination Host Unreachable
[1787200493.023432] From 192.168.4.50 icmp_seq=1968 Destination Host Unreachable
[1787200496.153965] From 192.168.4.50 icmp_seq=1969 Destination Host Unreachable
[1787200496.154240] From 192.168.4.50 icmp_seq=1970 Destination Host Unreachable
[1787200496.154340] From 192.168.4.50 icmp_seq=1971 Destination Host Unreachable
[1787200496.154401] From 192.168.4.50 icmp_seq=1972 Destination Host Unreachable
[1787200496.154478] From 192.168.4.50 icmp_seq=1973 Destination Host Unreachable
[1787200496.154555] From 192.168.4.50 icmp_seq=1974 Destination Host Unreachable
[1787200496.154609] From 192.168.4.50 icmp_seq=1975 Destination Host Unreachable
[1787200496.154744] From 192.168.4.50 icmp_seq=1976 Destination Host Unreachable
[1787200499.321906] From 192.168.4.50 icmp_seq=1977 Destination Host Unreachable
[1787200499.322195] From 192.168.4.50 icmp_seq=1978 Destination Host Unreachable
[1787200499.322349] From 192.168.4.50 icmp_seq=1979 Destination Host Unreachable
[1787200499.322499] From 192.168.4.50 icmp_seq=1980 Destination Host Unreachable
[1787200499.322649] From 192.168.4.50 icmp_seq=1981 Destination Host Unreachable
[1787200499.322810] From 192.168.4.50 icmp_seq=1982 Destination Host Unreachable
[1787200499.322874] From 192.168.4.50 icmp_seq=1983 Destination Host Unreachable
[1787200499.322927] From 192.168.4.50 icmp_seq=1984 Destination Host Unreachable
[1787200502.458051] From 192.168.4.50 icmp_seq=1985 Destination Host Unreachable
[1787200502.458410] From 192.168.4.50 icmp_seq=1986 Destination Host Unreachable
[1787200502.458731] From 192.168.4.50 icmp_seq=1987 Destination Host Unreachable
[1787200502.458832] From 192.168.4.50 icmp_seq=1988 Destination Host Unreachable
[1787200502.458912] From 192.168.4.50 icmp_seq=1989 Destination Host Unreachable
[1787200502.458969] From 192.168.4.50 icmp_seq=1990 Destination Host Unreachable
[1787200502.459025] From 192.168.4.50 icmp_seq=1991 Destination Host Unreachable
[1787200502.459086] From 192.168.4.50 icmp_seq=1992 Destination Host Unreachable
[1787200505.593857] From 192.168.4.50 icmp_seq=1993 Destination Host Unreachable
[1787200505.594010] From 192.168.4.50 icmp_seq=1994 Destination Host Unreachable
[1787200505.594067] From 192.168.4.50 icmp_seq=1995 Destination Host Unreachable
[1787200505.594110] From 192.168.4.50 icmp_seq=1996 Destination Host Unreachable
[1787200505.594150] From 192.168.4.50 icmp_seq=1997 Destination Host Unreachable
[1787200505.594192] From 192.168.4.50 icmp_seq=1998 Destination Host Unreachable
[1787200505.594234] From 192.168.4.50 icmp_seq=1999 Destination Host Unreachable
[1787200505.594277] From 192.168.4.50 icmp_seq=2000 Destination Host Unreachable
[1787200508.766079] From 192.168.4.50 icmp_seq=2001 Destination Host Unreachable
[1787200508.766480] From 192.168.4.50 icmp_seq=2002 Destination Host Unreachable
[1787200508.766693] From 192.168.4.50 icmp_seq=2003 Destination Host Unreachable
[1787200508.766770] From 192.168.4.50 icmp_seq=2004 Destination Host Unreachable
[1787200508.766843] From 192.168.4.50 icmp_seq=2005 Destination Host Unreachable
[1787200508.766900] From 192.168.4.50 icmp_seq=2006 Destination Host Unreachable
[1787200508.766966] From 192.168.4.50 icmp_seq=2007 Destination Host Unreachable
[1787200508.767025] From 192.168.4.50 icmp_seq=2008 Destination Host Unreachable
[1787200511.898142] From 192.168.4.50 icmp_seq=2009 Destination Host Unreachable
[1787200511.898583] From 192.168.4.50 icmp_seq=2010 Destination Host Unreachable
[1787200511.898832] From 192.168.4.50 icmp_seq=2011 Destination Host Unreachable
[1787200511.898990] From 192.168.4.50 icmp_seq=2012 Destination Host Unreachable
[1787200511.899085] From 192.168.4.50 icmp_seq=2013 Destination Host Unreachable
[1787200511.899246] From 192.168.4.50 icmp_seq=2014 Destination Host Unreachable
[1787200511.899308] From 192.168.4.50 icmp_seq=2015 Destination Host Unreachable
[1787200511.899380] From 192.168.4.50 icmp_seq=2016 Destination Host Unreachable
[1787200515.037966] From 192.168.4.50 icmp_seq=2017 Destination Host Unreachable
[1787200515.038348] From 192.168.4.50 icmp_seq=2018 Destination Host Unreachable
[1787200515.038613] From 192.168.4.50 icmp_seq=2019 Destination Host Unreachable
[1787200515.038760] From 192.168.4.50 icmp_seq=2020 Destination Host Unreachable
[1787200515.038837] From 192.168.4.50 icmp_seq=2021 Destination Host Unreachable
[1787200515.038902] From 192.168.4.50 icmp_seq=2022 Destination Host Unreachable
[1787200515.038959] From 192.168.4.50 icmp_seq=2023 Destination Host Unreachable
[1787200515.039024] From 192.168.4.50 icmp_seq=2024 Destination Host Unreachable
[1787200518.169904] From 192.168.4.50 icmp_seq=2025 Destination Host Unreachable
[1787200518.170206] From 192.168.4.50 icmp_seq=2026 Destination Host Unreachable
[1787200518.170314] From 192.168.4.50 icmp_seq=2027 Destination Host Unreachable
[1787200518.170404] From 192.168.4.50 icmp_seq=2028 Destination Host Unreachable
[1787200518.170546] From 192.168.4.50 icmp_seq=2029 Destination Host Unreachable
[1787200518.170778] From 192.168.4.50 icmp_seq=2030 Destination Host Unreachable
[1787200518.171031] From 192.168.4.50 icmp_seq=2031 Destination Host Unreachable
[1787200518.171112] From 192.168.4.50 icmp_seq=2032 Destination Host Unreachable
[1787200521.305909] From 192.168.4.50 icmp_seq=2033 Destination Host Unreachable
[1787200521.306302] From 192.168.4.50 icmp_seq=2034 Destination Host Unreachable
[1787200521.306700] From 192.168.4.50 icmp_seq=2035 Destination Host Unreachable
[1787200521.307048] From 192.168.4.50 icmp_seq=2036 Destination Host Unreachable
[1787200521.307122] From 192.168.4.50 icmp_seq=2037 Destination Host Unreachable
[1787200521.307178] From 192.168.4.50 icmp_seq=2038 Destination Host Unreachable
[1787200521.307238] From 192.168.4.50 icmp_seq=2039 Destination Host Unreachable
[1787200521.307286] From 192.168.4.50 icmp_seq=2040 Destination Host Unreachable
[1787200524.445866] From 192.168.4.50 icmp_seq=2041 Destination Host Unreachable
[1787200524.446303] From 192.168.4.50 icmp_seq=2042 Destination Host Unreachable
[1787200524.446638] From 192.168.4.50 icmp_seq=2043 Destination Host Unreachable
[1787200524.446757] From 192.168.4.50 icmp_seq=2044 Destination Host Unreachable
[1787200524.446817] From 192.168.4.50 icmp_seq=2045 Destination Host Unreachable
[1787200524.446874] From 192.168.4.50 icmp_seq=2046 Destination Host Unreachable
[1787200524.446926] From 192.168.4.50 icmp_seq=2047 Destination Host Unreachable
[1787200524.446978] From 192.168.4.50 icmp_seq=2048 Destination Host Unreachable
[1787200527.578041] From 192.168.4.50 icmp_seq=2049 Destination Host Unreachable
[1787200527.578535] From 192.168.4.50 icmp_seq=2050 Destination Host Unreachable
[1787200527.578842] From 192.168.4.50 icmp_seq=2051 Destination Host Unreachable
[1787200527.579109] From 192.168.4.50 icmp_seq=2052 Destination Host Unreachable
[1787200527.579283] From 192.168.4.50 icmp_seq=2053 Destination Host Unreachable
[1787200527.579356] From 192.168.4.50 icmp_seq=2054 Destination Host Unreachable
[1787200527.579499] From 192.168.4.50 icmp_seq=2055 Destination Host Unreachable
[1787200527.579565] From 192.168.4.50 icmp_seq=2056 Destination Host Unreachable
[1787200530.746021] From 192.168.4.50 icmp_seq=2057 Destination Host Unreachable
[1787200530.746354] From 192.168.4.50 icmp_seq=2058 Destination Host Unreachable
[1787200530.746613] From 192.168.4.50 icmp_seq=2059 Destination Host Unreachable
[1787200530.746863] From 192.168.4.50 icmp_seq=2060 Destination Host Unreachable
[1787200530.746961] From 192.168.4.50 icmp_seq=2061 Destination Host Unreachable
[1787200530.747037] From 192.168.4.50 icmp_seq=2062 Destination Host Unreachable
[1787200530.747115] From 192.168.4.50 icmp_seq=2063 Destination Host Unreachable
[1787200530.747183] From 192.168.4.50 icmp_seq=2064 Destination Host Unreachable
[1787200533.882178] From 192.168.4.50 icmp_seq=2065 Destination Host Unreachable
[1787200533.882411] From 192.168.4.50 icmp_seq=2066 Destination Host Unreachable
[1787200533.882496] From 192.168.4.50 icmp_seq=2067 Destination Host Unreachable
[1787200533.882564] From 192.168.4.50 icmp_seq=2068 Destination Host Unreachable
[1787200533.882626] From 192.168.4.50 icmp_seq=2069 Destination Host Unreachable
[1787200533.882680] From 192.168.4.50 icmp_seq=2070 Destination Host Unreachable
[1787200533.882746] From 192.168.4.50 icmp_seq=2071 Destination Host Unreachable
[1787200533.882803] From 192.168.4.50 icmp_seq=2072 Destination Host Unreachable
[1787200537.018082] From 192.168.4.50 icmp_seq=2073 Destination Host Unreachable
[1787200537.018316] From 192.168.4.50 icmp_seq=2074 Destination Host Unreachable
[1787200537.018488] From 192.168.4.50 icmp_seq=2075 Destination Host Unreachable
[1787200537.018547] From 192.168.4.50 icmp_seq=2076 Destination Host Unreachable
[1787200537.018597] From 192.168.4.50 icmp_seq=2077 Destination Host Unreachable
[1787200537.018645] From 192.168.4.50 icmp_seq=2078 Destination Host Unreachable
[1787200537.018698] From 192.168.4.50 icmp_seq=2079 Destination Host Unreachable
[1787200537.018783] From 192.168.4.50 icmp_seq=2080 Destination Host Unreachable
[1787200540.153875] From 192.168.4.50 icmp_seq=2081 Destination Host Unreachable
[1787200540.154041] From 192.168.4.50 icmp_seq=2082 Destination Host Unreachable
[1787200540.154148] From 192.168.4.50 icmp_seq=2083 Destination Host Unreachable
[1787200540.154175] From 192.168.4.50 icmp_seq=2084 Destination Host Unreachable
[1787200540.154197] From 192.168.4.50 icmp_seq=2085 Destination Host Unreachable
[1787200540.154219] From 192.168.4.50 icmp_seq=2086 Destination Host Unreachable
[1787200540.154241] From 192.168.4.50 icmp_seq=2087 Destination Host Unreachable
[1787200540.154264] From 192.168.4.50 icmp_seq=2088 Destination Host Unreachable
[1787200543.289995] From 192.168.4.50 icmp_seq=2089 Destination Host Unreachable
[1787200543.290341] From 192.168.4.50 icmp_seq=2090 Destination Host Unreachable
[1787200543.290731] From 192.168.4.50 icmp_seq=2091 Destination Host Unreachable
[1787200543.291049] From 192.168.4.50 icmp_seq=2092 Destination Host Unreachable
[1787200543.291149] From 192.168.4.50 icmp_seq=2093 Destination Host Unreachable
[1787200543.291225] From 192.168.4.50 icmp_seq=2094 Destination Host Unreachable
[1787200543.291302] From 192.168.4.50 icmp_seq=2095 Destination Host Unreachable
[1787200543.291358] From 192.168.4.50 icmp_seq=2096 Destination Host Unreachable
[1787200546.426035] From 192.168.4.50 icmp_seq=2097 Destination Host Unreachable
[1787200546.426309] From 192.168.4.50 icmp_seq=2098 Destination Host Unreachable
[1787200546.426664] From 192.168.4.50 icmp_seq=2099 Destination Host Unreachable
[1787200546.426833] From 192.168.4.50 icmp_seq=2100 Destination Host Unreachable
[1787200546.426994] From 192.168.4.50 icmp_seq=2101 Destination Host Unreachable
[1787200546.427062] From 192.168.4.50 icmp_seq=2102 Destination Host Unreachable
[1787200546.427122] From 192.168.4.50 icmp_seq=2103 Destination Host Unreachable
[1787200546.427191] From 192.168.4.50 icmp_seq=2104 Destination Host Unreachable
[1787200549.594089] From 192.168.4.50 icmp_seq=2105 Destination Host Unreachable
[1787200549.594486] From 192.168.4.50 icmp_seq=2106 Destination Host Unreachable
[1787200549.594891] From 192.168.4.50 icmp_seq=2107 Destination Host Unreachable
[1787200549.595252] From 192.168.4.50 icmp_seq=2108 Destination Host Unreachable
[1787200549.595320] From 192.168.4.50 icmp_seq=2109 Destination Host Unreachable
[1787200549.595375] From 192.168.4.50 icmp_seq=2110 Destination Host Unreachable
[1787200549.595428] From 192.168.4.50 icmp_seq=2111 Destination Host Unreachable
[1787200549.595497] From 192.168.4.50 icmp_seq=2112 Destination Host Unreachable
[1787200552.729932] From 192.168.4.50 icmp_seq=2113 Destination Host Unreachable
[1787200552.730111] From 192.168.4.50 icmp_seq=2114 Destination Host Unreachable
[1787200552.730243] From 192.168.4.50 icmp_seq=2115 Destination Host Unreachable
[1787200552.730309] From 192.168.4.50 icmp_seq=2116 Destination Host Unreachable
[1787200552.730369] From 192.168.4.50 icmp_seq=2117 Destination Host Unreachable
[1787200552.730425] From 192.168.4.50 icmp_seq=2118 Destination Host Unreachable
[1787200552.730481] From 192.168.4.50 icmp_seq=2119 Destination Host Unreachable
[1787200552.730536] From 192.168.4.50 icmp_seq=2120 Destination Host Unreachable
[1787200555.866017] From 192.168.4.50 icmp_seq=2121 Destination Host Unreachable
[1787200555.866468] From 192.168.4.50 icmp_seq=2122 Destination Host Unreachable
[1787200555.866873] From 192.168.4.50 icmp_seq=2123 Destination Host Unreachable
[1787200555.867180] From 192.168.4.50 icmp_seq=2124 Destination Host Unreachable
[1787200555.867533] From 192.168.4.50 icmp_seq=2125 Destination Host Unreachable
[1787200555.867782] From 192.168.4.50 icmp_seq=2126 Destination Host Unreachable
